123760	122255
128786	127283
130252	128749
127426	125925
123142	121640
129738	128231
127648	126140
128308	126807
129462	127957
124192	122687
125626	124123
131520	130005
124888	123386
130314	128815
126562	125059
126964	125456
130086	128583
125254	123750
131548	130043
124374	122869
133768	132264
128008	126502
124630	123129
125346	123846
127990	126485
128860	127354
129226	127722
122576	121071
128510	127009
127264	125761
133224	131716
129802	128298
132230	130724
124878	123373
132354	130849
124232	122730
120000	118498
122548	121044
127930	126429
124728	123225
125134	123625
128044	126538
131842	130338
134916	133408
126218	124715
124826	123325
129010	127503
131426	129921
128232	126731
123200	121692
126188	124687
128708	127204
129736	128231
124296	122791
125938	124435
128836	127332
133748	132246
127690	126187
130978	129472
127134	125631
127166	125663
132776	131265
124364	122862
132668	131161
127990	126485
126222	124719
127884	126381
126424	124921
130078	128570
130788	129287
124666	123162
136272	134770
129418	127913
126712	125205
123600	122097
122430	120928
129126	127617
133460	131959
129042	127538
130168	128664
129234	127734
128310	126807
121584	120080
124268	122766
124680	123173
122206	120699
129272	127769
125190	123690
132028	130523
128846	127342
131158	129652
126290	124786
131196	129690
128376	126869
129700	128198
136214	134709
123400	121895
127434	125933
129384	127883
131472	129968
123554	122047
126490	124988
124886	123382
128042	126536
126718	125212
133198	131694
126278	124773
126466	124960
130422	128915
127616	126114
128680	127174
124706	123199
130220	128715
135068	133566
128504	127002
125862	124359
122830	121326
130580	129077
131860	130358
128216	126711
128506	127002
124372	122867
128052	126549
127784	126281
125886	124381
136842	135339
121796	120290
124092	122588
129588	128083
125164	123659
132512	131009
131032	129523
124336	122832
126458	124955
131304	129800
122962	121457
126302	124797
123366	121863
126026	124523
126892	125390
128566	127061
129534	128027
126548	125048
124080	122574
124508	123005
129858	128357
129674	128171
128934	127425
130092	128583
125280	123780
141534	140030
128488	126988
132846	131346
128182	126676
125894	124391
132250	130748
128250	126747
128418	126914
128562	127061
132708	131202
131600	130099
122856	121352
122314	120814
122810	121308
128370	126865
123530	122023
134538	133037
133424	131915
133014	131512
133460	131952
129964	128456
125436	123930
136804	135297
125420	123916
129192	127689
133756	132252
119990	118492
131822	130318
124204	122696
126080	124575
123820	122315
132270	130769
130636	129132
123256	121751
129878	128377
125010	123507
132502	130999
126510	125003
128702	127198
121796	120292
128032	126529
130140	128637
126150	124646
125062	123556
128746	127244
128768	127265
119580	118076
128202	126697
